strata.1,strata.2,Fst,Fst.p.val,year
CH,NH,0.11327137215185801,9.99000999000999e-4,2018
FRH,CH,0.021043839174960437,9.99000999000999e-4,2018
FRH,FRH,0,9.99001e-4,2018
FRH,MRH,0.022494329974320104,9.99000999000999e-4,2018
FRH,NH,0.0973861642064301,9.99000999000999e-4,2018
MRH,CH,0.040223376412995816,9.99000999000999e-4,2018
MRH,FRH,0.022494329974320104,9.99000999000999e-4,2018
MRH,MRH,0,9.99001e-4,2018
MRH,NH,0.10988896087116196,9.99000999000999e-4,2018
NH,CH,0.11327137215185801,9.99000999000999e-4,2018
NH,FRH,0.0973861642064301,9.99000999000999e-4,2018
NH,MRH,0.10988896087116196,9.99000999000999e-4,2018
NH,NH,0,9.99001e-4,2018
CH,CH,0,9.99001e-4,2019
CH,FRH,0.016795913780193614,9.99000999000999e-4,2019
CH,MRH,0.031213024297311952,9.99000999000999e-4,2019
CH,NH,0.11530806210000391,9.99000999000999e-4,2019
FRH,CH,0.016795913780193614,9.99000999000999e-4,2019
FRH,FRH,0,9.99001e-4,2019
FRH,MRH,0.019243605129879375,9.99000999000999e-4,2019
FRH,NH,0.10560045382955101,9.99000999000999e-4,2019
MRH,CH,0.031213024297311952,9.99000999000999e-4,2019
MRH,FRH,0.019243605129879375,9.99000999000999e-4,2019
MRH,MRH,0,9.99001e-4,2019
MRH,NH,0.1137186911024119,9.99000999000999e-4,2019
NH,CH,0.11530806210000391,9.99000999000999e-4,2019
NH,FRH,0.10560045382955101,9.99000999000999e-4,2019
NH,MRH,0.1137186911024119,9.99000999000999e-4,2019
NH,NH,0,9.99001e-4,2019
